name,price,info,link,is_available
Поплавковый датчик уровня INNOLevel IL-BA-VH-S3/8PF-S45,5 060 руб.,"Страна происхождения:; Россия; Серия:; BA-VH; Напряжение, В:; 220 AC/24 DC; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 125; Размер резьбы корпуса:; 3/8PF",https://sensoren.ru/product/poplavkovyy_datchik_urovnya_innolevel_il_ba_vh_s3_8pf_s45/,под заказ
Емкостной уровнемер IFM Electronic LK7022,81 800 руб.,"Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 65; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lk7022/,под заказ
Датчик уровня вибрационный INNOLevel IL-VUA,20 990 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO U; Плотность среды, г/см3:; 0,7; Температура измеряемой среды Min, °C:; -30",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_vua/,под заказ
Емкостной датчик уровня IFM Electronic KI6001,21 400 руб.,"Контакт со средой:; Контактирующий со средой; Длина корпуса, мм:; 92; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Температура измеряемой среды Min, °C:; -25; Температура измеряемой среды Max, °C:; 110",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ifm_electronic_ki6001/,под заказ
Емкостной уровнемер IFM Electronic LK8122,91 000 руб.,"Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 65; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lk8122/,под заказ
Гидростатический датчик уровня IFM Electronic PS3208,95 600 руб.,"Диапазон измерения, Бар:; 0-0,25; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10; Температура измеряемой среды Min, °C:; -10; Температура измеряемой среды Max, °C:; 50",https://sensoren.ru/product/gidrostaticheskiy_datchik_urovnya_ifm_electronic_ps3208/,под заказ
Датчик уровня IFM Electronic LI5142,31 200 руб.,"Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Температура измеряемой среды Max, °C:; 35; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/datchik_urovnya_ifm_electronic_li5142/,под заказ
Поплавковый датчик уровня EMA Electronics LS1001,36 350 руб.,"Страна происхождения:; Китай; Серия:; LS1; Длина корпуса, мм:; 332,4; Напряжение, В:; 14-250 AC/19-60 DC; Плотность среды, г/см3:; 0,5; Температура измеряемой среды Min, °C:; -20",https://sensoren.ru/product/poplavkovyy_datchik_urovnya_ema_electronics_ls1001/,под заказ
Датчик уровня EMA Electronics LB0003,40 345 руб.,"Страна происхождения:; Китай; Серия:; LB; Длина корпуса, мм:; 306; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -40; Температура измеряемой среды Min, °C:; -40",https://sensoren.ru/product/datchik_urovnya_ema_electronics_lb0003/,в наличии
Поплавковый датчик уровня INNOLevel IL-BA-V-S3/8PF-S45,3 800 руб.,"Страна происхождения:; Россия; Серия:; BA-V; Напряжение, В:; 220 AC/24 DC; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 125; Размер резьбы корпуса:; 3/8PF",https://sensoren.ru/product/poplavkovyy_datchik_urovnya_innolevel_il_ba_v_s3_8pf_s45/,под заказ
Поплавковый датчик уровня INNOLevel IL-BA-V-P1/8PF-S25,1 080 руб.,"Страна происхождения:; Россия; Серия:; BA-V; Напряжение, В:; 220 AC/24 DC; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 125; Размер резьбы корпуса:; 1/8PF",https://sensoren.ru/product/poplavkovyy_datchik_urovnya_innolevel_il_ba_v_p1_8pf_s25/,под заказ
Гидростатический датчик уровня IFM Electronic PS3607,116 000 руб.,"Диапазон измерения, Бар:; 0-0,6; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10; Температура измеряемой среды Min, °C:; -10; Температура измеряемой среды Max, °C:; 50",https://sensoren.ru/product/gidrostaticheskiy_datchik_urovnya_ifm_electronic_ps3607/,под заказ
Датчик уровня вибрационный INNOLevel IL-VA-TS-PTM,28 080 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO A; Плотность среды, г/см3:; 0,7; Температура измеряемой среды Min, °C:; -40",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_ts_ptm/,в наличии
Поплавковый датчик уровня INNOLevel IL-BA-W-P-3,2 150 руб.,"Страна происхождения:; Россия; Серия:; BA-W; Напряжение, В:; 220 AC; Температура измеряемой среды Min, °C:; -10; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/poplavkovyy_datchik_urovnya_innolevel_il_ba_w_p_3/,под заказ
Датчик уровня вибрационный INNOLevel IL-VUA-L300,26 680 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO U; Плотность среды, г/см3:; 0,7; Температура измеряемой среды Min, °C:; -30",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_vua_l300/,под заказ
Датчик уровня СЕНСОР ДКЕ-Т20-200С-3113-СА,11 284 руб.,"Исполнение:; Датчик может быть с длиной кабеля 3, 5 или 7 м; Страна происхождения:; Россия; Серия:; ДКЕ; Индикация срабатывания:; есть; Модификация:; Типовая; Длина корпуса, мм:; 105",https://sensoren.ru/product/datchik_urovnya_sensor_dke_t20_200s_3113_sa/,под заказ
Емкостной уровнемер IFM Electronic LT8023,104 100 руб.,"Диапазон измерения, °C:; 0...90; Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 60; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lt8023/,под заказ
Поплавковый датчик уровня INNOLevel IL-BA-VH-S1/8PF-S28,2 150 руб.,"Страна происхождения:; Россия; Серия:; BA-VH; Напряжение, В:; 220 AC/24 DC; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 125; Размер резьбы корпуса:; 1/8PF",https://sensoren.ru/product/poplavkovyy_datchik_urovnya_innolevel_il_ba_vh_s1_8pf_s28/,под заказ
Радарный уровнемер IFM Electronic LR2050,121 800 руб.,"Максимальное измерение уровня, м:; 1,98; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -40; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/radarnyy_urovnemer_ifm_electronic_lr2050/,под заказ
Емкостной датчик уровня Balluff BCS M08T4E2-PSM30G-S49G,15 170 руб.,"Контакт со средой:; Контактирующий со средой; Чувствительность:; дальность срабатывания регулируется; Длина корпуса, мм:; 54; Температура измеряемой среды Min, °C:; -10; Температура измеряемой среды Max, °C:; 70; Размер резьбы корпуса:; M8",https://sensoren.ru/product/emkostnoy_datchik_urovnya_balluff_bcs002m/,в наличии
Емкостной датчик уровня IFM Electronic KQ5100,9 300 руб.,"Контакт со средой:; Контактирующий со средой; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 20x7x48",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ifm_electronic_kq5100/,под заказ
Ротационный датчик уровня INNOLevel IL-SEA-N-HT250,59 350 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; N-HT; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_sea_n_ht250/,под заказ
Датчик уровня вибрационный Pepperl Fuchs LVL-A7-BG4B-E5PU-CG-EMS,67 500 руб.,"Серия:; LVL; Плотность среды, г/см3:; 0,7; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 70",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_pepperl_fuchs_lvl_a7_bg4b_e5pu_cg_ems/,под заказ
Датчик уровня IFM Electronic LMT01A,56 700 руб.,"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -20; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 85",https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmt01a/,под заказ
Емкостной датчик уровня IFM Electronic KI5031,24 700 руб.,"Контакт со средой:; Контактирующий со средой; Длина корпуса, мм:; 81; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -20; Размер резьбы корпуса:; M30",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ifm_electronic_ki5031/,под заказ
Емкостной датчик уровня IFM Electronic KQ6002,15 800 руб.,"Контакт со средой:; Неконтактирующий со средой; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 20x14x48",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ifm_electronic_kq6002/,под заказ
Ротационный датчик уровня INNOLevel IL-LBA-N,17 990 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; N; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lba_n/,под заказ
Датчик уровня вибрационный INNOLevel IL-VA-PFM,28 080 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO A; Плотность среды, г/см3:; 0,7; Температура измеряемой среды Min, °C:; -40",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_pfm/,в наличии
Ротационный датчик уровня INNOLevel IL-SEA-N-HT600,86 530 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; N-HT; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_sea_n_ht600/,под заказ
Емкостной датчик уровня IFM Electronic KQ6004,15 400 руб.,"Контакт со средой:; Неконтактирующий со средой; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 20x14x48",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ifm_electronic_kq6004/,под заказ
Поплавковый датчик уровня EMA Electronics LS1002,44 153 руб.,"Страна происхождения:; Китай; Серия:; LS1; Длина корпуса, мм:; 332,4; Напряжение, В:; 14-250 AC/19-60 DC; Плотность среды, г/см3:; 0,5; Температура измеряемой среды Min, °C:; -20",https://sensoren.ru/product/poplavkovyy_datchik_urovnya_ema_electronics_ls1002/,под заказ
Ротационный датчик уровня INNOLevel IL-LDA-N,17 990 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; N; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lda_n/,под заказ
Датчик уровня вибрационный Pepperl Fuchs LVL-A7-BG1A-E5V1-CG-EMS,56 800 руб.,"Число контактов, pin:; 4; Серия:; LVL; Плотность среды, г/см3:; 0,7; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 70",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_pepperl_fuchs_lvl_a7_bg1a_e5v1_cg_ems/,под заказ
Датчик уровня вибрационный INNOLevel IL-VP-Ex,64 380 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO P-Ex; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 25",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_vp_ex/,под заказ
Датчик уровня IFM Electronic LI5141,30 100 руб.,"Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Температура измеряемой среды Max, °C:; 35; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/datchik_urovnya_ifm_electronic_li5141/,под заказ
Емкостной уровнемер IFM Electronic LK1022,81 800 руб.,"Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 65; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lk1022/,под заказ
Датчик уровня Baumer LBFS-B1111.0,,"Число контактов, pin:; 4; Серия:; LBFS; Длина корпуса, мм:; 97; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 85",https://sensoren.ru/product/datchik_urovnya_baumer_lbfs_b1111_0/,под заказ
Емкостной датчик уровня EMA Electronics CD0002,9 564 руб.,"Контакт со средой:; Неконтактирующий со средой; Страна происхождения:; Китай; Серия:; CD; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 35x70x11",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ema_electronics_cd0002/,под заказ
Датчик уровня вибрационный INNOLevel IL-VM-N-L300,51 080 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO N; Плотность среды, г/см3:; 0,01; Максимальная величина частиц, мм:; 8",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_vm_n_l300/,под заказ
Радарный уровнемер IFM Electronic LR9020,78 500 руб.,"Максимальное измерение уровня, м:; 1,58; Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 80",https://sensoren.ru/product/radarnyy_urovnemer_ifm_electronic_lr9020/,под заказ
Емкостной уровнемер IFM Electronic LK8123,96 900 руб.,"Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 60; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lk8123/,под заказ
Емкостной уровнемер IFM Electronic LK3124,105 900 руб.,"Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 55; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lk3124/,под заказ
Датчик уровня Baumer LBFI-21.010.G07020.1.0000.0,,"Число контактов, pin:; 4; Серия:; LBFI; Длина корпуса, мм:; 97; Температура измеряемой среды Min, °C:; -40; Температура измеряемой среды Max, °C:; 85",https://sensoren.ru/product/datchik_urovnya_baumer_lbfi_21_010_g07020_1_0000_0/,под заказ
Ротационный датчик уровня INNOLevel IL-LEA-N-5,21 800 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 5; Серия:; N; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lea_n_5/,под заказ
Датчик уровня IFM Electronic LMC110,33 400 руб.,"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25; Температура измеряемой среды Min, °C:; -25; Температура измеряемой среды Max, °C:; 100; Размер цилиндрического корпуса, мм:; 18,1",https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmc110/,под заказ
Оптический датчик уровня жидкости Autonics BL13-TDT-P,11 330 руб.,"Серия:; BL; Источник излучения:; Светодиод; Температура эксплуатации Max, °C:; 55; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/opticheskiy_datchik_urovnya_zhidkosti_autonics_bl13_tdt_p/,под заказ
Датчик уровня IFM Electronic LMT105,57 900 руб.,"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -20; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 100",https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmt105/,под заказ
Ротационный датчик уровня INNOLevel IL-SAA-N-HT600,82 830 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; N-HT; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_saa_n_ht600/,под заказ
Ротационный датчик уровня INNOLevel IL-MES,22 470 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; M; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_mes/,под заказ
Датчик уровня вибрационный INNOLevel IL-VM-N-L1500,97 380 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO N; Плотность среды, г/см3:; 0,01; Максимальная величина частиц, мм:; 8",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_vm_n_l1500/,под заказ
Ротационный датчик уровня INNOLevel IL-LEA-N,19 100 руб.,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lea_n/,в наличии
Ротационный датчик уровня INNOLevel IL-LAA-N,15 750 руб.,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_laa_n/,в наличии
Датчик уровня EMA Electronics LB0001,29 086 руб.,,https://sensoren.ru/product/datchik_urovnya_ema_electronics_lb0001/,в наличии
Ультразвуковой датчик уровня INNOLevel IL-EC-A,67 780 руб.,,https://sensoren.ru/product/ultrazvukovoy_datchik_urovnya_innolevel_il_ec_a/,в наличии
Ультразвуковые датчики уровня Siemens Sitrans Probe LU,,,https://sensoren.ru/product/ultrazvukovie_datchiki_urovnya_siemens_sitrans_probe_lu/,под заказ
,,,https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_tm_pf/,
,,,https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmt100/,
,,,https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_lea_n_ex/,
,,,https://sensoren.ru/product/emkostnoy_datchik_urovnya_sentec_spc660_pgl/,
,,,https://sensoren.ru/product/ultrazvukovie_datchiki_urovnya_siemens_sitrans_the_probe/,
,,,https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_va_ts_pt/,
,,,https://sensoren.ru/product/ultrazvukovoy_datchik_urovnya_ema_electronics_vs0001/,
Емкостной датчик уровня IFM Electronic KI5082,23 600 руб.,"Контакт со средой:; Контактирующий со средой; Длина корпуса, мм:; 90; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M30",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ifm_electronic_ki5082/,под заказ
Ротационный датчик уровня INNOLevel IL-MAS,19 440 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; M; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_mas/,под заказ
Емкостной уровнемер IFM Electronic LK1023,88 000 руб.,"Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 60; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lk1023/,под заказ
Емкостной датчик уровня IFM Electronic KG5071,22 200 руб.,"Контакт со средой:; Контактирующий со средой; Длина корпуса, мм:; 87; Температура эксплуатации Max, °C:; 80; Температура эксплуатации Min, °C:; -25; Размер резьбы корпуса:; M18",https://sensoren.ru/product/emkostnoy_datchik_urovnya_ifm_electronic_kg5071/,под заказ
Емкостной уровнемер IFM Electronic LT8024,109 600 руб.,"Диапазон измерения, °C:; 0...90; Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 55; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lt8024/,под заказ
Емкостной уровнемер IFM Electronic LK1024,95 300 руб.,"Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 55; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lk1024/,под заказ
Емкостной уровнемер IFM Electronic LT3023,103 300 руб.,"Диапазон измерения, °C:; 0...90; Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 60; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lt3023/,под заказ
Датчик уровня IFM Electronic LMT302,49 000 руб.,"Длина корпуса, мм:; 125,5; Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -20; Температура измеряемой среды Min, °C:; -20; Температура измеряемой среды Max, °C:; 100; Размер цилиндрического корпуса, мм:; 30",https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmt302/,под заказ
Датчик уровня вибрационный INNOLevel IL-VP-L500,71 040 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Серия:; VIBRO P; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 25",https://sensoren.ru/product/datchik_urovnya_vibratsionnyy_innolevel_il_vp_l500/,под заказ
Датчик уровня IFM Electronic LMC400,33 400 руб.,"Температура эксплуатации Max, °C:; 85; Температура эксплуатации Min, °C:; -25; Температура измеряемой среды Min, °C:; -25; Температура измеряемой среды Max, °C:; 100; Размер цилиндрического корпуса, мм:; 18,1",https://sensoren.ru/product/datchik_urovnya_ifm_electronic_lmc400/,под заказ
Ротационный датчик уровня INNOLevel IL-LES-N-Ex,35 290 руб.,"Класс защиты:; 1; Страна происхождения:; Россия; Число оборотов, об/мин:; 1; Серия:; N-Ex; Плотность среды, г/см3:; 0,1; Максимальная величина частиц, мм:; 50",https://sensoren.ru/product/rotatsionnyy_datchik_urovnya_innolevel_il_les_n_ex/,под заказ
Емкостной уровнемер IFM Electronic LT8022,98 600 руб.,"Диапазон измерения, °C:; 0...90; Температура эксплуатации Max, °C:; 60; Температура измеряемой среды Max, °C:; 65; Размер цилиндрического корпуса, мм:; 16",https://sensoren.ru/product/emkostnoy_urovnemer_ifm_electronic_lt8022/,под заказ
