name,price,info,link,is_available
Оптический приёмопередатчик Pepperl Fuchs LS682-DA-EN/F1,558 700 руб.,"Класс лазера:; 1M; Серия:; LS; Источник излучения:; Лазер; Дальность передачи MAX, мм:; 150; Скорость передачи, Мбит/с:; 100; Температура эксплуатации Max, °C:; 50",https://sensoren.ru/product/opticheskiy_priyemoperedatchik_pepperl_fuchs_ls682_da_en_f1/,под заказ
Датчик фотометки Leuze Electronic KRTM 20M/V-20-0004-S12,114 612 руб.,"Размер светового пятна, мм:; 1,2x4; Число контактов, pin:; 5; Серия:; 20; Источник излучения:; LED Светодиод; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25",https://sensoren.ru/product/datchik_fotometki_leuze_electronic_krtm_20m_v_20_0004_s12/,под заказ
Оптоволоконный кабель LANBAO PFT-R01,9 980 руб.,"Исполнение:; Прямоугольный; Серия:; PFT; Температура эксплуатации Max, °C:; 70; Температура эксплуатации Min, °C:; -40; Сертификат соответствия:; EAC",https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pft_r01/,под заказ
Оптоволоконный кабель LANBAO PFT-310,1 940 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 1000; Минимальный радиус изгиба, мм:; 25; Серия:; PFT; Гибкое волокно:; Да; Сертификат соответствия:; EAC",https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pft_310/,в наличии
Датчик контрастной метки DATASENSING TLu-115L,,"Серия:; TLu; Размер прямоугольного корпуса, мм:; 31x58x82; Артикул:; TLu-115L; Код товара:; 964401110; Корпус:; Прямоугольный",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_tlu_115l/,под заказ
Датчик цвета SICK CS81-P1112,97 030 руб.,"Размер светового пятна, мм:; 2 x 4; Страна происхождения:; Германия; Серия:; CS8; Источник излучения:; Светодиод; Допуск рабочего диапазона, мм:; 3; Количество цветов на выходе:; 1",https://sensoren.ru/product/datchik_tsveta_sick_cs81_p1112/,под заказ
Оптоволоконный кабель DATASENSING OF-44-ST-20,,"Исполнение:; Резьбовой; Длина кабеля, мм:; 2000; Серия:; OF; Диаметр чувствительной головки, мм:; 2,2; Артикул:; OF-44-ST-20",https://sensoren.ru/product/optovolokonnyy_kabel_datalogic_of_44_st_20/,под заказ
Световая завеса LANBAO LG40-T3005TPA-F2,75 570 руб.,"Страна происхождения:; Китай; Серия:; LG40; Минимальный размер объекта, мм:; 60; Расстояние между лучами, мм:; 40; Высота зоны контроля, мм:; 1160; Ширина зоны контроля, мм:; 5000; Время отклика, мс:; 70",https://sensoren.ru/product/svetovaya_zavesa_lanbao_lg40_t3005tpa_f2/,под заказ
Датчик для дверей Pepperl Fuchs PIR20/31 sw,47 400 руб.,"Серия:; PIR; Источник света:; Инфракрасный LED; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -20",https://sensoren.ru/product/datchik_dlya_dverey_pepperl_fuchs_pir20_31_sw/,под заказ
Оптоволоконный кабель Autonics FD-420-05,4 170 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 2000; Минимальный радиус изгиба, мм:; 15; Серия:; FD; Возможность резки кабеля:; да; Встроенная линза:; нет (опция)",https://sensoren.ru/product/optovolokonnyy_kabel_autonics_fd_420_05/,под заказ
Датчик контрастной метки СЕНСОР ДОМ-М18-76В-0123-СА.01,11 573 руб.,"Исполнение:; Датчик может быть с длиной кабеля 3, 5 или 7 м; Страна происхождения:; Россия; Регулировка чувствительности:; Есть; Серия:; ДОМ; Индикация срабатывания:; Есть; Длина корпуса, мм:; 91",https://sensoren.ru/product/datchik_kontrastnoy_metki_sensor_dom_m18_76v_0123_sa_01/,под заказ
Оптоволоконный кабель LANBAO PFT-610,1 940 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 1000; Минимальный радиус изгиба, мм:; 25; Серия:; PFT; Гибкое волокно:; Да; Сертификат соответствия:; EAC",https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pft_610/,под заказ
Датчик 2D-LiDAR Pepperl Fuchs OMD10M-R2000-B23-V1V1D,1 908 900 руб.,"Размер светового пятна, мм:; 20; Разрешение, мм:; 1; Класс лазера:; 1; Серия:; OMD; Источник излучения:; Лазер; Метод измерения:; Pulse Ranging Technology (PRT)",https://sensoren.ru/product/datchik_2d_lidar_pepperl_fuchs_omd10m_r2000_b23_v1v1d/,под заказ
Датчик фотометки SICK KTM-WP11172P,30 320 руб.,"Размер светового пятна, мм:; 1,5x6,5; Страна происхождения:; Малайзия; Серия:; KTM Prime; Источник излучения:; Светодиод; Допуск рабочего диапазона, мм:; 3; Метод настройки:; 2-х точечная статическая/динамическая + близость метки",https://sensoren.ru/product/datchik_fotometki_sick_ktm_wp11172p/,под заказ
Оптоволоконный кабель IFM Electronic E20495,30 700 руб.,"Исполнение:; Гладкий цилиндр; Длина кабеля, мм:; 600; Минимальный радиус изгиба, мм:; 20; Длина чувствительной головки, мм:; 10; Диаметр чувствительной головки, мм:; 4; Температура эксплуатации Max, °C:; 150",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e20495/,под заказ
Световой барьер Banner BMRL3632A,341 100 руб.,"Серия:; MINI-ARRAY; Минимальный размер объекта, мм:; 12,7; Расстояние между лучами, мм:; 9,5; Высота зоны контроля, мм:; 905; Ширина зоны контроля, мм:; 6100; Температура эксплуатации Max, °C:; 70",https://sensoren.ru/product/svetovoy_barer_banner_bmrl3632a/,под заказ
Датчик контрастной метки DATASENSING S5N-PA-2-W03-PP,21 571 руб.,"Серия:; S5N; Длина корпуса, мм:; 82; Размер резьбы корпуса:; M18; Артикул:; S5N-PA-2-W03-PP; Длина кабеля, м:; 2",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_s5n_pa_2_w03_pp/,под заказ
Датчик контрастной метки DATASENSING S60-PA-2-W08-PH,29 639 руб.,"Серия:; S60; Размер прямоугольного корпуса, мм:; 15x50x50; Артикул:; S60-PA-2-W08-PH; Длина кабеля, м:; 2",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_s60_pa_2_w08_ph/,под заказ
Датчик контрастной метки DATASENSING TLu-445,,"Серия:; TLu; Размер прямоугольного корпуса, мм:; 31x58x82; Артикул:; TLu-445; Код товара:; 954151350; Корпус:; Прямоугольный",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_tlu_445/,под заказ
Датчик контрастной метки DATASENSING TL46-WJ-815L,138 390 руб.,"Серия:; TL46; Размер прямоугольного корпуса, мм:; 32x60x82; Артикул:; TL46-WJ-815L; Код товара:; 954601120",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_tl46_wj_815l/,под заказ
Усилитель для оптоволоконных датчиков IFM Electronic OK5001,54 100 руб.,"Расстояние срабатывания для датчиков диффузного отражения Max, мм:; 40; Расстояние срабатывания для световых барьеров Max, мм:; 120; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 50x19x35",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_ifm_electronic_ok5001/,под заказ
Оптоволоконный кабель DATASENSING OF-42-ST-20,,"Исполнение:; Резьбовой; Длина кабеля, мм:; 2000; Серия:; OF; Диаметр чувствительной головки, мм:; 2,2; Артикул:; OF-42-ST-20",https://sensoren.ru/product/optovolokonnyy_kabel_datalogic_of_42_st_20/,под заказ
Датчик фотометки Banner R58ECRGB2Q,100 300 руб.,"Размер светового пятна, мм:; 1,2x3,8; Число контактов, pin:; 5; Серия:; R58; Режим обучения Remote Teach:; Да; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10",https://sensoren.ru/product/datchik_fotometki_banner_r58ecrgb2q/,под заказ
Датчик контрастной метки LANBAO SPM-TPR-RGB,10 140 руб.,,https://sensoren.ru/product/datchik_kontrastnoy_metki_lanbao_spm_tpr_rgb/,в наличии
Оптоволоконный кабель Autonics FD-620-10,2 840 руб.,,https://sensoren.ru/product/optovolokonnyy_kabel_autonics_fd_620_10/,под заказ
Усилитель для оптоволоконных датчиков LANBAO FD3-PB11R,4 990 руб.,,https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_lanbao_fd3_pb11r/,в наличии
Датчик контрастной метки DATASENSING TLu-115,39 000 руб.,,https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_tlu_115/,в наличии
Оптоволоконный кабель LANBAO PFT-420-V,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pft_420_v/,в наличии
,,,https://sensoren.ru/product/datchik_kontrastnoy_metki_lanbao_spm_tnr_rgb/,
,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pfr_620_v/,
,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pfr_620/,
,,,https://sensoren.ru/product/datchik_kontrastnoy_metki_wenglor_wm03pct2/,
,,,https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_tl46_wl_815/,
,,,https://sensoren.ru/product/datchik_kromki_i_shiriny_lanbao_pdm_tc50tgr/,
,,,https://sensoren.ru/product/optovolokonnyy_kabel_lanbao_pfr_610/,
Усилитель для оптоволоконных датчиков Autonics BF5R-D1-P,17 490 руб.,"Серия:; BF5; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10; Размер прямоугольного корпуса, мм:; 10x30x70",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_autonics_bf5r_d1_p/,под заказ
Оптоволоконный кабель IFM Electronic E20633,11 200 руб.,"Исполнение:; Резьбовой; Длина кабеля, мм:; 2000; Минимальный радиус изгиба, мм:; 30; Длина чувствительной головки, мм:; 35; Температура эксплуатации Max, °C:; 70",https://sensoren.ru/product/optovolokonnyy_datchik_ifm_electronic_e20633/,под заказ
Датчик контрастной метки СЕНСОР ДОМ-М18-76ВР-0123-СА.01,11 573 руб.,"Страна происхождения:; Россия; Регулировка чувствительности:; Есть; Серия:; ДОМ; Индикация срабатывания:; Есть; Длина корпуса, мм:; 91; Температура эксплуатации Max, °C:; 80",https://sensoren.ru/product/datchik_kontrastnoy_metki_sensor_dom_m18_76vr_0123_sa_01/,под заказ
Датчик контрастной метки DATASENSING S8-PR-3-W03-NN,23 644 руб.,"Серия:; S8; Размер прямоугольного корпуса, мм:; 14x43x25; Артикул:; S8-PR-3-W03-NN; Код товара:; 950801150",https://sensoren.ru/product/datchik_kontrastnoy_metki_datalogic_s8_pr_3_w03_nn/,под заказ
Оптический датчик Wenglor OPT1506,37 000 руб.,"Класс защиты:; 3; Число контактов, pin:; 4; Источник излучения:; Светодиод; Время отклика, мс:; 5; Защита от перегрузки:; да; Температура эксплуатации Max, °C:; 60",https://sensoren.ru/product/opticheskiy_datchik_wenglor_opt1506/,под заказ
Усилитель для оптоволоконных датчиков Wenglor UM55PCV2,35 900 руб.,"Класс защиты:; III; Число контактов, pin:; 4; Температура эксплуатации Max, °C:; 60; Температура эксплуатации Min, °C:; -25; Размер прямоугольного корпуса, мм:; 57,8x27x16",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_wenglor_um55pcv2/,под заказ
Усилитель для оптоволоконных датчиков Autonics BF4R-R,6 620 руб.,"Регулировка чувствительности:; да; Серия:; BF4; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10; Размер прямоугольного корпуса, мм:; 12x32,8x62",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_autonics_bf4r_r/,под заказ
Оптоволоконный кабель DATASENSING OFA-2-AS-20,,"Исполнение:; Прямоугольный; Длина кабеля, мм:; 2000; Серия:; OFA; Артикул:; OFA-2-AS-20; Диапазон срабатывания, мм:; 100",https://sensoren.ru/product/optovolokonnyy_kabel_datalogic_ofa_2_as_20/,под заказ
Усилитель для оптоволоконных датчиков Autonics BFX-D1-P,5 360 руб.,"Регулировка чувствительности:; да; Серия:; BFX; Температура эксплуатации Max, °C:; 50; Температура эксплуатации Min, °C:; -10; Размер прямоугольного корпуса, мм:; 10x30,6x70,5",https://sensoren.ru/product/usilitel_dlya_optovolokonnykh_datchikov_autonics_bfx_d1_p/,под заказ
